box_12a_code	box_12b_code	box_12c_code	box_12d_code	box_15_1_state	box_15_2_state	box_1_wages	box_3_social_security_wages	box_4_social_security_tax_withheld	box_5_medicare_wages	box_6_medicare_wages_tax_withheld	box_7_social_security_tips	box_8_allocated_tips	box_10_dependent_care_benefits	box_11_nonqualified_plans	box_12a_value	box_12b_value	box_12c_value	box_12d_value	box_13_statutary_employee	box_13_retirement_plan	box_13_third_part_sick_pay	box_16_1_state_wages	box_17_1_state_income_tax	box_18_1_local_wages	box_19_1_local_income_tax	box_16_2_state_wages	box_17_2_state_income_tax	box_18_2_local_wages	box_19_2_local_income_tax	box_2_federal_tax_withheld	anomaly_consensus	cluster	box_15_1_state
None	None	None	E	FL	DE	168640.16	130702.88	9998.77	208768.73	6054.29	130702.88	208768.73	223	142	5303	932	319	293	0	0	0	80777.48	9225.37	175989.84	18472.46	87671.94	8391.86	147794.89	30465.61	41562.37	False	4	FL
E	E	None	E	GA	NV	205061.69	160188.82	12254.44	196664.52	5703.27	160188.82	196664.52	276	170	3094	119	880	428	1	0	1	104324.69	9689.19	203629.52	36731.17	107693.18	9954.77	168423.83	32350.78	22549.21	False	3	GA
P	G	None	E	DE	MD	241291.44	247742.57	18952.31	312865.51	9073.1	247742.57	312865.51	192	220	8457	428	944	991	1	0	0	118859.54	8273.43	238718.75	47533.04	117438.06	7309.39	228899.32	38857.34	35529.51	True	3	DE
None	None	D	G	IA	WY	190319.2	206262.56	15779.09	173207.75	5023.02	206262.56	173207.75	112	236	3990	598	368	720	0	0	1	92296.57	8415.78	219734.51	21569.51	89148.58	10402.87	199292.44	27342.87	51721.47	False	3	IA
None	D	None	G	AK	IA	178917.76	225757.91	17270.48	150517.53	4365.01	225757.91	150517.53	182	264	5957	103	723	419	0	0	0	90587.02	5791.91	173505.85	24268.13	80728.31	5545.54	129785.9	20513.99	40358.68	False	4	AK
D	None	H	H	NY	CT	231600.72	234791.45	17961.55	300283.78	8708.23	234791.45	300283.78	233	209	9791	445	500	418	0	1	0	113563.21	8637.49	189198.8	34332.23	111152.39	10436.61	197106.31	30176.54	51685.09	False	3	NY
D	P	E	None	ME	NH	210231.41	223006.81	17060.02	263964.96	7654.98	223006.81	263964.96	233	295	3967	473	700	817	0	1	0	97604.88	13138.54	268898.16	40542.06	100716.85	12262.6	268477.04	24139.06	34473.96	True	3	ME
None	None	None	None	OK	NJ	44130.88	47144.52	3606.56	44724.75	1297.02	47144.52	44724.75	147	175	8248	859	837	159	0	0	1	22947.64	2625.13	42761.43	7310.75	20213.79	2679.35	50861.56	6874.1	15740.55	False	1	OK
G	None	None	H	VT	MT	52731.73	55836.79	4271.51	67666.56	1962.33	55836.79	67666.56	131	148	4799	938	757	978	0	0	0	28185.02	3336.14	59388.49	5651.77	27408.4	2929.28	50646.63	6409.93	10815.49	False	1	VT
G	None	H	None	MS	GA	175791.67	224961.36	17209.54	185447.32	5377.97	224961.36	185447.32	242	296	5247	228	534	940	1	1	1	93229.21	6024.79	165531.47	29428.82	82654.5	5878.66	178150.46	21067.86	64331.83	False	5	MS
None	P	G	None	VA	WI	232742.96	164531.06	12586.63	268492.56	7786.28	164531.06	268492.56	176	207	3391	104	297	936	1	0	1	116755.84	6614.59	266105.21	38920.16	106771.21	8998.29	282618.59	39227.15	80767.81	False	5	VA
P	E	None	None	MS	LA	100200.65	82445.4	6307.07	105763.25	3067.13	82445.4	105763.25	239	218	1487	557	441	361	0	0	0	51023.81	4590.7	74453.18	18609.11	50652.41	3710.89	125179.33	12845.45	20255.6	False	1	MS
G	G	E	G	MD	CT	95157.95	74715.76	5715.76	123299.08	3575.67	74715.76	123299.08	153	288	8065	581	176	609	1	1	0	45505.48	5583.64	89669.89	13731.5	50656.3	5195.57	107519.17	18292.8	27386.22	False	4	MD
H	P	None	D	CA	LA	94115.64	89742.76	6865.32	76992.72	2232.79	89742.76	76992.72	279	292	3352	188	531	188	0	0	0	44043.32	2219.19	112515.22	13533.82	49046.69	1578.43	102733.24	9873.53	25631.64	False	1	CA
None	E	None	E	OH	AR	203641.76	180776.45	13829.4	145852.01	4229.71	180776.45	145852.01	143	159	1002	477	802	441	0	0	1	104629.56	4831.41	152246.23	26859.67	102192.54	6382.92	173115.08	21393.89	43792.3	False	4	OH
D	E	E	D	MT	DE	193708.71	166648.46	12748.61	175392.22	5086.37	166648.46	175392.22	245	187	5163	423	953	620	0	1	0	95933.24	7737.58	192117.9	30379.54	98668.04	7710.36	199622.56	32209.61	60119.79	False	5	MT
H	P	None	None	MN	KY	94800.85	114467.43	8756.76	111637.74	3237.49	114467.43	111637.74	247	127	3993	996	770	910	0	0	1	51996.88	4108.44	73811.39	16720.05	49802.7	3979.16	77592.04	16997.29	32455.98	False	2	MN
None	E	E	E	PA	GA	182894.08	188523.98	14422.08	144392.68	4187.39	188523.98	144392.68	164	167	3619	997	300	341	1	0	0	89827.43	6469.73	219710.64	35527.16	99958.72	7031.63	179173.31	34109.42	50700.68	False	5	PA
P	P	None	H	TN	IA	90269.76	71790.42	5491.97	104961.68	3043.89	71790.42	104961.68	231	263	6900	312	662	213	0	1	0	44868.93	3260.32	79812.04	16465.1	45273.54	2447.67	88962.83	13921.96	16664.01	False	1	TN
None	G	None	E	CT	MA	163543.0	161428.93	12349.31	175369.84	5085.73	161428.93	175369.84	264	109	9809	851	383	897	0	1	0	86217.38	7880.83	137722.14	29175.96	79542.23	8671.55	133797.61	28250.5	50440.31	False	5	CT
P	P	None	None	ND	NE	176814.9	216713.21	16578.56	182688.68	5297.97	216713.21	182688.68	125	255	6660	134	125	743	1	1	1	81584.44	9230.4	160079.23	33376.2	97225.33	12257.19	127577.29	28591.48	40586.14	False	5	ND
D	None	E	None	OH	AZ	84931.45	85900.5	6571.39	61913.11	1795.48	85900.5	61913.11	208	104	3767	689	758	325	0	0	0	44180.98	3327.44	85976.53	12105.83	42319.19	2726.68	85209.02	15637.42	10425.86	False	1	OH
D	E	E	P	WY	HI	205509.93	220266.58	16850.39	247448.74	7176.01	220266.58	247448.74	291	300	9761	494	471	608	0	1	0	97167.1	7049.58	237599.39	39431.57	107108.71	5985.29	231740.42	22077.93	49206.6	False	3	WY
None	H	None	E	SC	NY	57889.46	71694.4	5484.62	49402.15	1432.66	71694.4	49402.15	143	118	9093	754	441	898	1	0	0	31551.49	2075.49	73808.41	9934.24	26799.97	2246.12	64017.27	9057.1	6311.05	False	1	SC
H	None	E	None	OH	SD	53265.45	57473.33	4396.71	67771.01	1965.36	57473.33	67771.01	184	151	1030	221	685	494	1	0	0	28753.0	2753.99	63083.12	5773.13	25789.07	2566.46	65062.94	7689.97	12861.82	False	2	OH
None	H	D	None	AK	IL	194159.54	176686.93	13516.55	204928.99	5942.94	176686.93	204928.99	201	188	1516	388	411	775	1	0	0	87508.05	6979.26	205471.16	25470.54	99942.36	5054.65	236025.14	37090.09	25175.48	False	5	AK
P	E	None	D	KY	NC	99208.24	86736.15	6635.32	121612.87	3526.77	86736.15	121612.87	271	216	1704	930	914	989	0	1	0	48381.32	5531.17	93678.73	13877.16	51523.47	6316.19	73963.8	16014.62	20524.17	False	1	KY
E	None	G	D	GA	AR	242678.14	193630.16	14812.71	303943.06	8814.35	193630.16	303943.06	167	241	7607	345	428	361	1	0	0	115401.35	11065.1	177563.04	37015.24	128053.12	11029.65	218825.69	47205.35	54466.01	False	3	GA
None	H	None	D	ND	DE	215809.83	167342.42	12801.7	156449.98	4537.05	167342.42	156449.98	251	286	1476	338	706	578	0	1	0	111843.37	4817.43	274357.61	29193.99	107936.71	5552.26	258658.2	24836.08	54366.7	False	5	ND
E	None	None	H	CT	VT	226182.21	224797.5	17197.01	183970.17	5335.13	224797.5	183970.17	113	162	9432	880	751	490	0	1	0	118637.12	7819.11	267397.9	32095.06	106213.21	5930.28	187198.39	36257.24	49597.95	False	3	CT
D	P	None	G	WI	IN	163341.2	123886.12	9477.29	123408.89	3578.86	123886.12	123408.89	162	111	1697	167	405	373	0	0	1	76772.03	3411.28	156641.23	29773.8	78507.72	3258.99	156781.56	26685.37	19067.94	False	4	WI
None	D	H	None	KY	KS	68511.87	48366.05	3700.0	49393.37	1432.41	48366.05	49393.37	127	247	7205	882	489	790	0	1	1	37059.8	3296.66	58717.86	9691.13	36942.81	3112.97	78053.35	10648.51	14600.26	False	1	KY
None	H	D	P	NE	TN	231652.24	203740.79	15586.17	164647.74	4774.78	203740.79	164647.74	249	181	4315	673	210	844	0	1	0	126237.64	5533.14	255580.61	45163.55	117280.84	4090.18	191417.79	24838.41	42404.87	False	5	NE
None	E	G	D	TN	WA	171125.15	170965.7	13078.88	159629.2	4629.25	170965.7	159629.2	233	134	1098	796	360	559	0	0	1	78052.72	9017.73	207937.09	24543.95	77510.89	6095.73	126443.29	18720.74	26035.73	False	4	TN
P	None	None	G	ME	KY	113621.07	106428.35	8141.77	82176.99	2383.13	106428.35	82176.99	194	210	9638	489	610	264	1	1	0	60922.15	6416.96	109529.21	20207.18	57842.1	5680.39	84537.01	19999.18	13037.96	False	4	ME
G	G	E	P	IA	CA	198068.26	145060.91	11097.16	220956.7	6407.74	145060.91	220956.7	157	114	8556	762	263	860	0	0	0	89396.31	3416.76	254694.1	30524.53	103348.28	3732.76	147905.85	20077.81	34289.18	False	3	IA
None	G	H	None	IL	WY	180892.95	189294.81	14481.05	132820.84	3851.8	189294.81	132820.84	268	238	8415	406	669	955	0	0	0	99092.88	8785.99	130443.33	31366.11	93781.07	6956.65	198396.5	35605.38	33498.37	False	5	IL
None	None	None	None	UT	SD	83227.72	100817.71	7712.55	99137.52	2874.99	100817.71	99137.52	215	107	2363	323	646	107	1	0	0	44504.2	2880.04	74067.92	15446.25	42799.27	2775.16	83235.44	10432.13	14716.33	False	2	UT
G	None	D	P	FL	NJ	102077.21	118321.8	9051.62	87189.9	2528.51	118321.8	87189.9	193	225	5606	575	837	705	0	0	0	51549.73	3562.81	112340.46	18182.28	51341.27	3391.96	78002.82	14210.14	26420.9	False	1	FL
E	None	H	P	MS	MN	195681.1	160446.73	12274.17	148374.42	4302.86	160446.73	148374.42	228	153	7534	763	305	325	1	1	1	106249.27	6818.66	149612.37	30467.63	93119.13	8666.3	200781.2	23507.2	53963.67	False	5	MS
E	H	H	None	CO	ID	74404.73	66248.22	5067.99	86188.11	2499.46	66248.22	86188.11	128	100	6402	784	541	435	0	0	1	39910.61	2736.55	81410.21	7781.72	37835.85	2333.91	52765.74	9106.0	15113.03	False	1	CO
P	E	None	E	IA	VA	97534.04	85913.4	6572.38	77836.19	2257.25	85913.4	77836.19	228	133	7652	763	336	201	1	0	0	45779.45	1769.5	109964.2	18596.27	46790.37	2026.4	108688.3	18942.75	15457.41	False	1	IA
None	H	E	D	MI	OR	87951.48	73930.5	5655.68	108256.62	3139.44	73930.5	108256.62	133	171	3525	500	863	938	1	1	1	46044.64	3165.09	83863.53	17406.85	47509.39	2472.84	69121.8	11416.07	17543.39	False	1	MI
H	None	G	None	WA	IL	99281.79	101149.41	7737.93	99293.18	2879.5	101149.41	99293.18	177	125	5822	386	177	480	1	0	1	47058.3	2723.15	104655.98	12447.11	47422.17	2498.31	92945.2	16880.82	15198.12	False	1	WA
G	H	P	P	CT	TN	87791.46	82312.36	6296.9	98283.33	2850.22	82312.36	98283.33	130	185	9442	159	462	926	1	0	0	45226.96	3076.51	67012.15	17413.64	42441.57	3364.95	99601.97	9908.37	27814.34	False	1	CT
D	None	E	None	AK	CA	240282.8	271986.64	20806.98	310056.61	8991.64	271986.64	310056.61	226	259	3459	447	983	786	1	1	1	114886.92	7060.87	232973.87	43795.51	130144.63	10635.77	259074.04	45078.7	39656.84	False	3	AK
D	G	None	D	KS	MD	131604.61	145426.79	11125.15	168531.13	4887.4	145426.79	168531.13	144	280	2489	750	998	437	1	1	0	65655.68	3104.29	99093.12	16519.93	68710.47	3169.51	139599.72	20291.87	43036.2	False	4	KS
G	E	H	None	WA	NV	144069.62	113174.72	8657.87	115607.12	3352.61	113174.72	115607.12	206	117	8581	650	328	787	1	0	1	76800.1	4466.29	168369.15	23429.78	78348.48	3544.5	120430.39	16133.45	19257.67	False	4	WA
D	None	D	None	MT	NY	180801.38	234523.05	17941.01	139049.67	4032.44	234523.05	139049.67	257	272	8908	935	573	604	0	1	1	95649.25	3953.39	194604.52	22224.85	81976.38	4127.87	199713.23	25544.22	25360.86	False	4	MT
G	None	P	None	GA	TN	180181.56	216910.19	16593.63	155607.53	4512.62	216910.19	155607.53	214	254	2736	884	164	953	0	1	0	92105.41	6540.88	188238.43	34166.51	83340.65	7551.33	142060.15	28736.62	30365.21	False	5	GA
None	H	H	None	WY	GA	40536.75	50606.32	3871.38	31184.56	904.35	50606.32	31184.56	254	290	5117	762	951	749	1	1	0	18327.39	1776.55	42570.14	7892.86	21557.62	1924.13	43299.02	6302.48	11118.45	False	1	WY
H	None	G	H	WY	MO	60028.64	75134.45	5747.79	59993.82	1739.82	75134.45	59993.82	157	138	9069	290	537	786	0	1	0	27876.02	1507.32	77726.42	8011.61	31431.45	1199.28	59579.11	10144.63	20217.41	False	1	WY
None	None	E	None	GA	SD	55713.82	43365.58	3317.47	45023.96	1305.69	43365.58	45023.96	191	181	1458	108	675	498	1	0	0	30006.94	1893.31	45049.51	9321.16	25796.34	1447.89	70295.6	10792.36	20393.5	False	2	GA
E	D	G	P	FL	UT	175510.12	199331.46	15248.86	191442.05	5551.82	199331.46	191442.05	153	135	5720	696	368	444	0	1	1	93781.46	3423.44	211465.16	31885.47	84770.77	4740.99	219458.95	23234.99	30376.01	False	5	FL
E	D	None	None	MT	TX	49637.56	40649.88	3109.72	45813.73	1328.6	40649.88	45813.73	196	257	5548	807	774	334	0	1	0	24965.83	2171.33	41152.99	6107.04	25252.71	2181.21	45076.69	7512.15	16895.0	False	1	MT
None	E	None	E	SC	TN	136894.2	135137.26	10338.0	147626.81	4281.18	135137.26	147626.81	207	249	4257	129	299	673	1	0	1	62178.12	3703.97	150824.14	24154.55	70525.78	4193.35	104979.4	18326.95	22838.83	False	0	SC
H	P	D	D	WY	WI	202028.66	185653.93	14202.53	150795.07	4373.06	185653.93	150795.07	163	225	5752	246	428	912	0	0	0	106594.9	5372.37	142189.81	32695.48	105145.07	6539.53	163233.13	34575.32	73273.34	False	4	WY
G	P	P	G	NC	UT	229756.53	233513.71	17863.8	253401.26	7348.64	233513.71	253401.26	103	227	3031	394	986	277	1	1	0	113107.76	9676.88	173965.02	33103.2	122480.38	10516.95	162614.41	28660.84	29206.57	True	5	NC
P	D	None	D	SC	WA	94132.07	112258.61	8587.78	95893.84	2780.92	112258.61	95893.84	162	265	4272	161	737	691	1	0	1	43398.73	4069.86	89750.06	10478.15	47391.23	5965.2	93071.56	14429.24	9549.58	False	0	SC
None	G	D	H	SC	AZ	74302.46	52703.82	4031.84	70073.23	2032.12	52703.82	70073.23	210	297	4639	786	615	828	0	0	0	37694.18	3062.94	60891.72	13842.34	37223.97	3864.38	81207.42	9544.96	21403.0	False	1	SC
E	H	E	E	LA	SD	218684.82	182147.74	13934.3	265281.73	7693.17	182147.74	265281.73	187	281	5992	779	678	301	0	0	0	117966.61	5586.37	194656.45	42751.24	120066.43	4668.99	156724.01	30235.56	71658.65	True	3	LA
None	H	P	H	AR	MS	211570.2	235439.73	18011.14	181240.9	5255.99	235439.73	181240.9	202	157	5364	152	539	731	0	0	0	102407.74	5028.04	164641.11	21187.92	99279.95	5317.36	252842.29	33954.44	34254.97	False	3	AR
None	E	None	None	RI	IL	163366.97	132485.42	10135.13	121823.67	3532.89	132485.42	121823.67	119	144	2000	492	104	920	0	1	0	75895.2	6811.84	201474.36	25500.93	77079.01	6735.69	136634.85	28679.16	51277.85	False	4	RI
D	None	None	H	MI	IA	181260.07	181349.88	13873.27	193368.49	5607.69	181349.88	193368.49	159	173	4580	388	616	638	0	0	1	95401.51	9085.39	172396.91	32259.43	97216.35	6159.61	148781.91	33625.56	30810.47	False	3	MI
E	P	None	D	KY	IL	51384.13	61162.1	4678.9	37935.37	1100.13	61162.1	37935.37	135	286	3875	232	903	112	0	0	0	25988.52	2263.31	61722.9	6472.06	24422.51	2635.35	37690.63	7192.76	15185.68	False	1	KY
H	D	P	G	SC	OH	235297.34	204021.7	15607.66	272314.33	7897.12	204021.7	272314.33	232	192	1198	452	929	692	1	0	1	110036.73	5072.6	240279.71	30298.46	106223.87	4687.19	224775.35	26280.84	47141.18	False	0	SC
D	P	D	None	NC	CO	103770.7	79262.85	6063.61	84645.82	2454.73	79262.85	84645.82	132	293	5742	213	154	375	0	0	0	57000.81	2877.75	102659.55	13310.76	53123.2	2713.87	107018.43	10906.52	17408.72	False	1	NC
G	D	P	H	WY	NC	236602.86	248998.63	19048.4	174036.01	5047.04	248998.63	174036.01	295	178	3480	232	403	231	0	0	1	114984.92	8763.74	199823.74	34705.14	109464.31	6910.45	187337.81	31024.67	35328.01	False	3	WY
D	D	E	D	NM	NM	180414.58	136816.01	10466.42	202163.81	5862.75	136816.01	202163.81	166	107	1018	144	555	685	0	1	1	85636.51	4489.42	162782.95	22814.13	83509.46	5403.41	228121.56	26662.34	20398.8	False	4	NM
G	E	P	G	DE	DE	230868.43	262013.19	20044.01	185801.7	5388.25	262013.19	185801.7	245	292	9644	869	873	485	1	0	0	109762.69	6259.11	207086.43	33817.69	106442.83	5058.88	228919.62	46090.35	73765.95	True	3	DE
D	None	None	G	AK	WY	158613.53	164019.04	12547.46	148197.21	4297.72	164019.04	148197.21	180	287	3814	639	795	268	0	1	0	84764.1	4012.54	153199.69	20876.05	80994.4	3931.37	157185.89	30711.09	39599.29	False	4	AK
None	G	None	None	OK	IA	249948.53	285320.61	21827.03	267719.78	7763.87	285320.61	267719.78	274	265	1670	747	378	252	0	0	1	118348.38	11071.13	242914.0	42205.93	134475.43	11707.2	262611.74	33710.36	29725.95	True	3	OK
H	P	E	G	MS	MD	165226.15	135063.39	10332.35	137640.74	3991.58	135063.39	137640.74	172	137	4097	381	167	390	0	0	0	82943.0	5413.79	125351.43	28441.42	74462.78	5666.58	134064.44	22576.08	35817.58	False	4	MS
D	E	E	P	KS	FL	97463.65	77046.21	5894.04	106790.48	3096.92	77046.21	106790.48	239	137	1587	782	607	228	1	0	0	53015.11	3856.99	101209.28	15792.99	47440.38	3429.82	114649.2	11892.54	34430.53	False	1	KS
None	D	None	E	MA	SC	65326.14	78942.81	6039.12	77244.14	2240.08	78942.81	77244.14	205	141	6053	638	762	510	0	0	0	35165.53	2979.02	60878.03	10615.06	33086.43	3090.63	80406.58	8173.28	14397.85	False	1	MA
H	None	D	E	SD	OH	216168.06	217706.47	16654.54	271861.95	7884.0	217706.47	271861.95	114	250	6322	888	429	232	0	1	0	118619.37	12342.77	245149.13	38820.2	102698.14	10933.32	251369.4	26244.25	68545.76	True	3	SD
None	None	E	H	OR	ID	198846.84	237276.7	18151.67	220961.22	6407.88	237276.7	220961.22	227	150	5555	911	750	728	0	1	0	91764.19	10971.38	169200.98	34851.89	102091.94	8132.31	257089.87	31578.28	31547.11	False	3	OR
E	E	H	H	TX	PA	86825.31	93374.99	7143.19	85355.87	2475.32	93374.99	85355.87	270	210	4835	638	330	913	0	0	0	41184.98	2963.69	71924.41	13594.12	42544.78	2570.81	85316.32	11893.47	23375.54	False	1	TX
D	None	None	G	TN	ID	237798.02	200606.27	15346.38	263343.76	7636.97	200606.27	263343.76	279	263	9526	923	798	159	0	1	0	108898.75	9937.26	167489.12	44154.68	123966.36	8378.42	277862.75	27298.45	25059.09	True	3	TN
P	G	None	G	AR	WY	69553.5	68436.47	5235.39	83557.6	2423.17	68436.47	83557.6	101	248	8327	413	360	971	0	0	0	35876.56	2113.76	64592.73	13659.72	35669.56	2046.22	57926.3	10953.1	19380.73	False	1	AR
None	None	D	H	MI	MI	114467.17	108226.88	8279.36	133074.99	3859.17	108226.88	133074.99	287	148	2275	906	197	188	0	0	0	53543.73	2384.68	81302.27	16605.8	62265.72	2405.2	106770.45	22245.96	37732.01	False	1	MI
None	E	H	None	IA	LA	127587.8	137949.19	10553.11	146063.92	4235.85	137949.19	146063.92	125	265	9231	817	357	658	0	1	0	57661.49	8490.96	127414.84	18824.32	69976.02	7146.11	112437.25	25171.84	21270.88	False	4	IA
None	P	G	H	IN	VA	132260.14	158327.46	12112.05	160080.97	4642.35	158327.46	160080.97	229	223	4966	177	900	136	0	0	0	71898.57	3150.25	120809.99	15785.03	70919.43	3028.07	160106.59	26282.94	45194.78	False	4	IN
None	D	H	None	MS	UT	56723.55	41332.88	3161.97	59916.2	1737.57	41332.88	59916.2	238	123	7395	328	424	749	1	0	0	26833.27	2878.25	46220.7	7616.5	25753.25	2004.11	58802.8	7907.35	18798.36	False	1	MS
E	None	None	H	NJ	NV	232714.8	260992.59	19965.93	205460.16	5958.34	260992.59	205460.16	240	261	7953	250	367	523	0	1	0	120494.31	12843.22	241148.91	23466.76	125298.89	11214.3	259433.47	23823.99	82590.56	True	3	NJ
D	D	D	P	ME	IA	144693.63	184460.16	14111.2	138365.52	4012.6	184460.16	138365.52	297	259	1672	886	287	367	0	1	0	70903.62	6241.15	107361.13	17678.89	72451.37	6239.57	147164.81	28209.24	52481.74	False	4	ME
None	None	E	H	OK	MS	233800.89	213315.7	16318.65	301991.11	8757.74	213315.7	301991.11	222	202	6594	225	453	884	0	1	0	116856.24	12039.5	243376.01	39534.03	127963.34	7405.97	214139.98	41778.43	31163.59	True	3	OK
E	D	D	E	DC	AK	168467.08	176502.01	13502.4	143385.29	4158.17	176502.01	143385.29	263	287	3788	355	295	170	0	1	1	78508.41	7806.41	132237.41	31384.52	77873.98	8008.59	120780.24	28319.97	43889.01	False	4	DC
None	E	P	P	WI	GA	209716.49	241933.61	18507.92	252705.22	7328.45	241933.61	252705.22	112	142	9961	614	964	275	0	0	0	107404.2	7307.35	217535.94	23037.05	94534.52	8702.77	219988.46	39127.26	25594.92	True	5	WI
None	H	None	H	IN	WY	139720.59	136848.22	10468.89	167232.81	4849.75	136848.22	167232.81	193	230	2886	358	508	618	0	1	0	71092.97	7169.85	122223.48	20888.75	65722.95	7847.91	179683.34	25538.12	15275.55	False	4	IN
D	G	None	None	GA	TX	182474.06	210785.36	16125.08	130953.74	3797.66	210785.36	130953.74	120	156	7532	249	621	594	0	1	0	84101.78	10606.25	127904.31	26891.92	88248.86	7753.0	160827.91	20962.87	42160.0	False	4	GA
H	None	E	E	MT	NC	106990.5	124610.55	9532.71	129629.77	3759.26	124610.55	129629.77	168	114	6509	284	863	328	0	0	1	51138.38	2557.08	121726.23	20712.59	55852.94	2710.48	134530.35	16041.86	21391.07	False	4	MT
D	H	None	P	AK	GA	153671.22	149555.36	11440.99	124945.32	3623.41	149555.36	124945.32	112	257	8358	940	247	644	0	0	0	77843.03	6875.15	174947.27	20531.37	81890.62	6513.44	199067.25	29281.46	55942.01	False	4	AK
P	H	P	None	MN	OR	118228.52	103149.53	7890.94	114490.64	3320.23	103149.53	114490.64	253	292	8143	586	943	250	0	0	0	58092.66	4355.93	109866.97	14540.72	58739.78	6179.52	104836.19	23460.04	39160.4	False	2	MN
None	G	G	P	KY	NJ	115440.53	126468.37	9674.83	101375.45	2939.89	126468.37	101375.45	250	171	5609	757	153	603	0	0	0	55039.73	4904.39	113573.67	21941.87	54478.45	5577.74	117002.0	12240.85	39986.19	False	4	KY
H	E	D	None	CO	MT	68466.52	54490.51	4168.52	81842.34	2373.43	54490.51	81842.34	257	213	2664	622	186	452	0	1	1	35493.55	2597.21	80361.01	11552.31	36225.8	2814.05	73042.44	11193.52	13413.67	False	1	CO
G	H	E	None	GA	DE	138994.99	172764.87	13216.51	112319.36	3257.26	172764.87	112319.36	163	285	1487	596	565	574	0	0	1	63505.1	7066.35	131125.75	17923.1	74449.73	6248.63	168826.56	19430.51	21834.7	False	4	GA
H	None	H	P	HI	SC	173947.97	206106.24	15767.13	154048.97	4467.42	206106.24	154048.97	147	104	4317	233	432	164	0	0	1	87876.97	5073.4	193341.9	30397.53	90051.0	4658.92	153269.21	24434.56	23241.84	False	5	HI
None	G	H	H	VA	LA	118069.39	119722.11	9158.74	104403.22	3027.69	119722.11	104403.22	189	197	2186	683	843	729	0	1	0	63781.03	3986.38	152597.21	14565.17	63960.5	3372.09	118677.95	12526.07	14433.78	False	1	VA
D	G	D	P	NV	ID	80906.28	59150.9	4525.04	97945.64	2840.42	59150.9	97945.64	142	247	4097	722	939	564	1	0	0	40110.74	2749.05	63270.26	10246.49	38380.99	3238.47	100986.22	8211.74	14100.21	False	1	NV
P	None	E	G	SD	IA	155002.26	130453.28	9979.68	155788.0	4517.85	130453.28	155788.0	185	259	7517	774	477	842	0	0	1	81343.51	4042.9	112462.72	25297.68	74379.35	3407.18	137183.65	16488.96	40436.77	False	4	SD
None	P	H	None	WI	NY	88640.26	92183.86	7052.07	63734.0	1848.29	92183.86	63734.0	235	210	6920	140	195	420	1	0	0	40157.25	1783.67	109442.44	9993.34	40080.46	1697.49	107163.72	14383.84	13987.96	False	1	WI
None	G	G	H	SD	CT	168229.7	203213.56	15545.84	134817.87	3909.72	203213.56	134817.87	162	216	5439	542	940	454	1	0	0	81979.74	9240.2	118226.11	17505.71	91318.87	9186.06	126622.83	33438.87	55507.46	False	4	SD
None	G	None	G	TN	WV	75696.81	87206.61	6671.31	80106.16	2323.08	87206.61	80106.16	255	122	8027	958	295	958	0	0	1	38559.51	2370.12	83015.29	9091.45	34609.76	2535.23	63828.08	13015.48	23356.67	False	1	TN
None	None	None	E	FL	VT	231767.65	294795.2	22551.83	296531.81	8599.42	294795.2	296531.81	134	140	6318	715	771	201	1	1	0	120379.92	10047.19	204865.44	38975.04	106976.84	13918.27	250562.33	26503.69	77530.71	True	3	FL
H	E	D	D	OK	ND	44187.14	53161.35	4066.84	52945.45	1535.42	53161.35	52945.45	245	271	8932	757	896	387	0	0	1	21608.27	1244.6	51953.1	6526.87	22955.02	1502.4	45233.13	7726.18	7675.48	False	1	OK
H	P	H	D	IN	NM	168870.53	181043.13	13849.8	173951.84	5044.6	181043.13	173951.84	268	277	8837	919	801	877	0	0	1	87808.0	8588.7	203568.42	28708.89	89516.66	7543.59	168285.64	28826.53	52700.04	False	4	IN
E	G	None	D	NY	AK	189110.04	218914.81	16746.98	169975.32	4929.28	218914.81	169975.32	162	297	5944	921	659	918	0	1	0	101560.34	8467.88	181917.89	35920.38	99915.17	9730.59	194184.04	27243.85	60180.98	False	3	NY
